,0
532,"605 Sycamore Dr Brentwood, California 94513"
533,"1660 Portola Avenue Livermore, California 94551"
534,"310 Beck Ave Fairfield , California 94533"
535,"3663 Pacific Avenue Livermore, California 94550"
536,"851 Rincon Ave Livermore, California 94551"
537,"26 W. Emerson Ave TRACY, California 95376"
538,"267 Bennett Hill Ct Vacaville, California 95688"
539,"3171 North Sierra Way San Bernardino, California 92404"
540,"2626 Pacific Street Highland,  92346"
541,"2164 N Mountain View Ave San Bernardino, California 92405"
542,"1354 N G St San Bernardino, California 92405"
543,"Po Box 916 San Bernardino, California 92402"
544,"1595 E. Art Townsend Drive San Bernardino, California 92408"
545,"1495 W Victoria St San Bernardino, California 92411"
546,"115B Coral St  Santa Cruz, California 95060"
547,"115 Brennan St. Watsonville, California 95076"
548,"214 Union Street Watsonville, California 95076"
549,"111 Railroad Ave. Watsonville, California 95076"
550,"16264 Church Street, #103 Morgan Hill, California 7130"
551,"13545 Monterey Road San Jose, California "
552,"6980 Chestnut Street Gilroy, California 95020"
553,"3180 Newberry Drive, Suite 150 San Jose, California 95118"
554,"3087 Wittenmyer Ct Marina, California 93933"
555,"240 Moorpark Ave. Ste. 300 San Jose, California 95128"
556,"1381 S 1st St San Jose, California 95110"
557,"420 S. 5th St. San Jose, California 95112"
558,"358 N. Montgomery St. San Jose, California 95110"
559,"358 N. Montgomery Suite B San Jose, California 95110"
560,"435 North Third Street San Jose, California 95112"
561,"2011 Little Orchard St San Jose, California 95125"
562,"318 N. 6th St. San Jose, California 95112"
563,"405 N. 4th St. San Jose, California 95112"
564,"undisclosed location Salinas, California 93906"
565,"43 Soledad St Salinas, California 93901"
566,"undisclosed location Seaside, California 93955"
567,"1181 N. 4th St. Ste. A San Jose, California 95112"
568,"260 Commercial Street San Jose, California 95112"
569,"297 Commercial St San Jose, California 95112"
570,"1005 11th Street Arcata, California 95521"
571,"110 2nd Street Eureka, California 95501"
572,"107 3rd St. Eureka, California 95501"
573,"904 G Street Eureka, California 95501"
574,"40 Prado Road San Luis Obispo, California 93401"
575,"1207 N. McClelland Street Santa Maria, California 93454"
576,"401 W. Morrison Ave Santa Maria, California 93458"
577,"11442 E Street Auburn, California 95603"
578,"11223 Trinity River Dr Rancho Cordova, California 95670"
579,"1262 Sutton Way Grass Valley, California 95945"
580,"3434 Marconi Avenue Sacramento, California 95821"
581,"1900 Point West Way  #270 Sacramento, California 95815"
582,"4516 Parker Ave Sacramento, California 95820"
583,"816 E. 21st Street Bakersfield, California 93305"
584,"1600 East Truxtun Ave Bakersfield, California 93305"
585,"100 & 102 Plymouth Ave Bakersfield, California 93308"
586,"731 Decatur Street Bakersfield, California 93308"
587,"929 Calle Negocio, Suite G San Clemente, California 92673"
588,"616 South El Camino Real San Clemente, California 92672"
589,"200 E Menlo Ave Hemet, California 92546"
590,"340 S. Palm Avenue Hemet, California 92543"
591,"940 Stillman Ave Redlands, California 92374"
592,"838 Alta St. Redlands, California 92374"
593,"100 West Fredricks Street Barstow, California 92311"
594,"P.O. Box 1781 Barstow, California 92311"
595,"100 Hartle Court Napa, California 94559"
596,"590 Franklin St Napa, California 94558"
597,"2840 Hulen Place Riverside, California 92507"
598,"2530 Third St Riverside, California 92507"
599,"18569 Grand Ave Lake Elsinore, California 92530"
600,"40810 County Center Dr Temecula, California 92591"
601,"42036 Moraga Rd Temecula, California 92590"
602,"620 North Street Pescadero, California 94060"
603,"1500 Petaluma Blvd. S Petaluma, California 94952"
604,"4065 Van Buren Blvd Riverside, California 92503"
605,"900 Hopper St Petaluma, California 94952"
606,"1207 Cleveland Avenue Santa Rosa, California 95404"
607,"101 6th St Santa Rosa, California 95401"
608,"600 Morgan St Santa Rosa, California 95401"
609," 465 A Street Santa Rosa, California 95401"
610,"634 Pressley St.  Santa Rosa, California 95404"
611,"3440 Airway Dr Suite E Santa Rosa, California 95403"
612,"PO Box 3113 Santa Rosa, California 95402"
613,"not disclosed. Santa Rosa, California 95404"
614,"101 6th St Santa Rosa, California 95403"
615,"2455 Bennett Valley Road Santa Rosa, California 95404"
616,"545 Encinas Avenue Calexico, California 92231"
617,"1006 East Fifth St Calexico, California 92231 "
618,"2025 Sweeney Rd Lompoc, California 93436"
619,"150 N. Hayes Ave Oxnard, California 93030"
620,"234 E. 6th Street Oxnard, California 7117"
621,"536 E. Thompson Boulevard Ventura, California 93001"
622,"155 S. Oak Street Ventura, California 93001"
623,"43 E. Vince St. Ventura, California 93001"
624,"4700 North River Road Oceanside, California 92057"
625,"1919 Apple Street, Ste I Oceanside, California 92054 "
626,"2476 Impala Dr, Carlsbad, California 90101"
627,"859 East Vista Way  Vista , California 92084"
628,"910 Monterey St Hollister, California 95023"
629,"1161 San Felipe Rd Hollister, California 95023"
630,"816 Cacique St Santa Barbara, California 93103"
631,"816 Cacique Street Santa Barbara, California 93103"
632,"535 E. Yanonali Street Santa Barbara, California 93103"
633,"425 E Cota St Santa Barbara, California 93101"
634,"423 Chapala Street Santa Barbara, California 93101"
635,"P.O. Box 1536 Santa Barbara, California 93102"
636,"73-550 Alessandro Dr., Suite 103 Palm Desert, California 92260"
637,"PO Box 1816 Palm Desert, California 92260"
638,"83791 Date Ave Indio, California 92201"
639,"47470 Van Buren St Indio,  92201"
640,"126 North Main Street Cloverdale, California 95425"
641,"1400 Yosmite Blvd. Modesto, California 95353"
642,"320 Ninth Street Modesto, California 95351"
643,"201 Jennie Street  Modesto, California 95354"
644,"618 13th St Modesto, California 95354"
645,"708 H Street Suite B Modesto, California 95354"
646,"2301 Woodland Ave Ste 7 Modesto, California 95358"
647,"not provided Turlock, California 95353"
648,"1030 East Avenue Turlock, California 95380"
649,"405 S. 4th St. Patterson, California 95363"
650,"411 S. Harrison  Stockton, California 95203"
651,"1297 Park Ave Chico, California 95928"
652,"101 Silver Dollar Way Chico, California 95928"
653,"101 Skyway Ave Paradise,  95969"
654,"4250 Lincoln Blvd. Oroville, California 95966"
655,"4250 Lincoln Blvd Oroville, California 95966"
656,"805 N. Echo Ave Fresno, California 93728"
657,"137 N. Yosemite Fresno, California 93701"
658,"310 G Street Fresno, California 93706"
659,"412 F Street Fresno, California 93706"
660,"445 F St #3410 Fresno, California 93777"
661,"511 North K Street Dinuba, California 93618 "
662,"400 Bannon St Sacramento, California 95814"
663,"undisclosed location Sacramento, California "
664,"1200 N B St Sacramento, California 95811"
665,"1422 C Street Sacramento, California "
666,"1351 North C Street Sacramento, California 95811"
667,"770 North Main Street Porterville, California 93277"
668,"500 E Race Ave Visalia, California 93292"
669,"805A W. 7th Street Hanford, California 93230"
670,"807 West 7th Street Hanford, California 93230"
671,"111 West Kern Street Tulare, California 93274 "
672,"909 Spiva Ave Yuba City, California 95991"
673,"P.O. Box 2168 Fort Bragg, California 95437"
674,"44933 N. Fern Ave.  Lancaster, California 93534"
675,"1321 w Ivesbrook st Lancaster, California 93534"
676,"45134 N. Sierra Hwy.  Lancaster, California 93534"
677,"43434 E. Sahuayo St. Lancaster, California 93535"
678,"134 South China Lake Boulevard Ridgecrest, California 93555"
679,"138 East Long Street Carson City, Nevada 89706"
680,"7400 South Virginia Street Reno, Nevada 89511"
681,"355 Record Street Reno, Nevada 89512"
682,"275 East Fourth Street Reno, Nevada "
683,"500 East Fourth Street Reno, Nevada 89512"
684,"1290 MIll St Reno, Nevada 89502"
685,"1931 Sutro Reno, Nevada 89512"
686,"1525 East 9th Street Reno, Nevada 89512"
687,"PO Box 51316 Sparks, Nevada 89435"
688,"417 Lane St Yreka, California 96097"
689,"619 Ninth Avenue Albany, Oregon 97322"
690,"145 West Ash St Lebanon, Oregon 97355"
691,"1055 Edgewater St NW Salem, Oregon 97304"
692,"345 Commercial Street NE  Salem, Oregon 97301"
693,"1901 Front Street NE  Salem, Oregon  9730"
694,"4955 Oak Park Dr  NE  Salem, Oregon 97305"
695,"125 West Jackson St Medford, Oregon 97501"
696,"521 Edwards St Medford, Oregon 97501"
697,"304 Beatty St Medford, Oregon 97501"
698,"2424 N. Pacific Hwy. Medford, Oregon 97501"
699,"745 Koos Bay Blvd Coos Bay, Oregon 97420"
700,"1999 N 7th St Coos Bay, Oregon 97420"
701,"1999 N. 7th St Coos Bay, Oregon 97420"
702,"PO Box 6372 Bend, Oregon 97708"
703,"3705 N Hwy 97 Bend, Oregon 97701"
704,"925 S. Main St. Mt. Angel, Oregon 97362"
705,"1242 N E Spruce Ave Myrtle Creek, Oregon 97457"
706,"433 SE Main St Roseburg, Oregon 97470"
707,"1995 Amazon Parkway Eugene, Oregon "
708,"499 W. 4th Ave. Eugene, Oregon 97401"
709,"1542 West 1st Avenue Eugene, Oregon 97402"
710,"2485 Roosevelt Blvd Eugene, Oregon "
711,"450 Highway 99 North Eugene, Oregon 97402"
712,"456 Hwy 99N Eugene, Oregon 97402"
713,"4488 Knoop ave. Eugene, Oregon 97402"
714,"540 SW Foundry Grants Pass, Oregon 97526"
715,"823 Walnut Ave Klamath Falls, Oregon 97601"
716,"5030 SE Hwy 101 Lincoln City, Oregon 97367"
717,"715 Sw Bay St  Newport, Oregon 97365-5161 "
718,"780 E 1st street Prineville, Oregon 97754"
719,"715 SE Court Ave Pendleton, Oregon 97801"
720,"830 East Lake Mead Pkwy Henderson, Nevada 89015"
721,"4981 Shirley St Las Vegas, Nevada "
722,"1601 Sandhill Road  Las Vegas, Nevada 89104"
723,"953 E. Sahara, Suite 201 Las Vegas, Nevada "
724,"1410 Maryland Parkway Las Vegas, Nevada 89104"
725,"1401 Las Vegas Blvd N Las Vegas, Nevada 89101"
726,"1502 Las Vegas Blvd North Las Vegas, Nevada 89101"
727,"480 W Bonanza Rd Las Vegas, Nevada "
728,"1 West Owens North Las Vegas, Nevada 89030"
729,"35 W. Owens Avenue North Las Vegas, Nevada 89030"
730,"35 W. Owens Las Vegas, Nevada "
731,"2915 W. Charleston Avenue Las Vegas, Nevada "
732,"1824 Leonard Lane Las Vegas , Nevada 89108"
733,"600 Palmhurst Dr. Las Vegas,  89145"
734,"338 N. Morley Ave.  Nogales, Arizona 85621"
735,"5946 E University Dr Mesa, Arizona 85205"
736,"6935 East Williams Field Rd Mesa, Arizona 85212"
737,"125 E. University Dr. Mesa, Arizona 85201"
738,"confidential not provided Mesa, Arizona 85201"
739,"2345 N. Country Club Drive Mesa, Arizona 85201"
740,"2254 W Main St Chandler, Arizona 85201"
741,"2245 W Ella St Mesa, Arizona 85201"
742,"2254 W Main St Mesa, Arizona 85201"
743," 7447 E. Earll Dr. Scottsdal, Arizona 85257"
744,"721 Gonzales Blvd Huachuca City, Arizona 85616"
745,"509 Romero St. Bisbee, Arizona 85603"
746,"240 Ohara St Bisbee, Arizona 85603"
747,"2105 N Washington Ave Douglas, Arizona 85603"
748,"not disclosed Sierra Vista, Arizona 85636"
749,"420 N 7th St Sierra Vista,  85635"
750,"P. O. Box 4484 Cottonwood, Arizona 86326"
751,"736 N Main St Cottonwood, Arizona 96326"
752,"9844 N 7th St Phoenix, Arizona 85020"
753,"1050 W Mountain View Rd Phoenix, Arizona 85021"
754,"1050 W Mountain View Rd Phoenix, Arizona 85021"
755,"7000 N Central Avenue Phoenix, Arizona 85020"
756,"931 East Devonshire Avenue Phoenix, Arizona 85014"
757,"2302 W. Colter Phoenix, Arizona 85015"
758,"3210 NW Grand Avenue Phoenix, Arizona 85017"
759,"3333 East Van Buren Street Phoenix,  85008"
760,"2707 E Van Buren St Phoenix, Arizona  8500"
761,"2707 E. Van Buren St. Phoenix, Arizona 85008"
762,"141 E Palm Ln Ste 105 Phoenix, Arizona 85004"
763,"1001 West Jefferson Phoenix, Arizona 2913"
764,"213 S 11th Ave Phoenix, Arizona 85007"
765,"206 S 12th Ave Phoenix, Arizona 85007"
766,"206 S. 12th Avenue Phoenix,  85007"
767,"230 S 12th Ave Phoenix, Arizona 85007"
768,"206 S 12th Ave Phoenix, Arizona 85007"
769,"1125 W Jackson Phoenix, Arizona 85007"
770,"210 S.12th Ave Phoenix, Arizona 85007"
771,"1406 S 17th Ave Phoenix, Arizona 85007"
772,"601 E. Fort Lowell Rd. Tucson,  85705"
773,"3028 North Geronimo Avenue Tucson, Arizona 85705"
774,"2590 N Alvernon Way Tucson, Arizona 85712"
775,"707 W. Miracle Mile Tucson, Arizona 85705"
776,"2545 E. Adams Street Tucson, Arizona 85716"
777,"3830 E. Bellevue Street Tucson, Arizona 85716"
778,"1002 N. Main Avenue Tucson, Arizona 85705"
779,"702 South 6th Avenue Tucson, Arizona 85701"
780,"702 S. 6th Ave. Tucson, Arizona 85701"
781,"4550 S Palo Verde Road Tucson, Arizona 85714"
782,"200 E. Benson Highway Tucson, Arizona 85713"
783,"2211 E Johnson Ave Flagstaff,  86004"
784,"124 S. San Francisco Flagstaff,  86001"
785,"2532 N 4th St #506 Flagstaff, Arizona 86004"
786,"4185 E. Huntington Drive Flagstaff, Arizona 86004"
787,"885 Hermosa Drive Holbrook, Arizona 86025"
788,"1770 Airway Ave. Kingman, Arizona 86401"
789,"3049 Sycamore Ave Kingman, Arizona 86409"
790,"P.O. Box 20205 Bullhead City, Arizona 86439"
791,"602 Lincoln Avenue Prescott, Arizona 86301"
792,"336 N. Rush Street Prescott, Arizona 86301"
793,"215 1/2 W. Leroux Prescott, Arizona 86301"
794,"P.O. Box 1202 Safford, Arizona 85548"
795,"P.O. Box 1589 St Johns, Arizona 85924"
796,"944 S. Arizona Avenue Yuma, Arizona 85364"
797,"690 E. 32nd Street Yuma, Arizona 85364"
798,"944 S. AZ Avenue Yuma, Arizona 85364"
799,"3380 S 1000 W South Salt Lake, Utah 84101"
800,"1165 South State Street Salt Lake City, Utah 84111"
801,"529 W 7300 S Midvale, Utah 84047"
802,"999 S. Main Street Salt Lake City, Utah 84111"
803,"4th Street Clinic Salt Lake City, Utah 84101"
804,"463 South 400 W Salt Lake City, Utah 84101"
805,"4th Street Clinic Salt Lake City, Utah 84101"
806,"814 West 800 South Salt Lake City, Utah 84165"
807,"299 E 900 S Provo, Utah 84062"
808,"77 N Main St Cedar City, Utah 84720"
809,"222 West 900 North Cedar City, Utah 84720"
810,"2781 Wall Avenue Ogden, Utah 84401"
811,"2760 Adams Ave Ogden, Utah 84403"
812,"269 W. 33rd Street Ogden, Utah 84401"
813,"340 E Tabernacle Street St George,  84770"
814,"948 N 1300 West Saint George, Utah 84770"
815,"145 W Main Street Vernal, Utah 84078"
816,"381 North Main Street Buffalo, Wyoming 82834"
817,"1514 E. 12th Street, Suite 200 Casper, Wyoming 82601"
818,"230 North Park Casper, Wyoming 82602"
819,"604 E. 25th St Cheyenne, Wyoming 82003"
820,"2326 E. Pershing Blvd Cheyenne, Wyoming 82001"
821,"601 East 20th St Cheyenne, Wyoming 82001"
822,"2360 E. Pershing Blvd Cheyenne, Wyoming 82001"
823,"907 Logan Avenue Cheyenne, Wyoming 82001"
824,"1504 Stinson Cheyenne, Wyoming 82001"
825,"1504 Stinson Cheyenne, Wyoming 82003"
826,"3304 Sheridan Ave Cheyenne, Wyoming 82009"
827,"4700 Ocean Loop Cheyenne, Wyoming 82009"
828,"103 South 8th Street Douglas, Wyoming 82633"
829,"115 Rohan Avenue Gillette, Wyoming 82716"
830," Pine Bluffs, Wyoming "
831,"1309 Coffeen Ave, Suite A Sheridan, Wyoming 82801"
832,"1898 Fort Road, Building 24 Sheridan, Wyoming 82801"
833,"913 State Ave Alamosa, Colorado 81101"
834,"P.O. Box 2050 Aspen , Colorado 81612"
835,"2178 Victor Street Aurora, Colorado 80045"
836,"1555 Race St Denver,  80206"
837,"1535 High Street Denver, Colorado 80218"
838,"1323 Gilpin St Denver, Colorado 80218"
839,"3501 E. 46th Avenue Denver,  80216"
840,"PO Box 9884 Denver, Colorado 80218"
841,"850 Lincoln St Denver,  80235"
842,"3301 S Grant St Englewood,  80113"
843,"1680 Sherman St. Denver, Colorado 80203"
844,"1680 Sherman St Denver, Colorado 80203"
845,"2844 Lawrence St Denver, Colorado 80205"
846,"730 21st Street Denver, Colorado 80205"
847,"2323 Curtis St Denver,  80205"
848,"2130 Stout St Denver, Colorado 80205"
849,"P.O. Box 1406 Denver, Colorado 80201"
850,"2301 Lawrence St Denver,  80205"
851,"6621 E. 72nd Ave Commerce City, Colorado 80022"
852,"1901 29th St Denver, Colorado 80216"
853,"6978 Colorado Boulevard Commerce City, Colorado 80022"
854,"2741 North Federal Denver, Colorado 80211"
855,"3805 Marshall St Wheat Ridge,  80033"
856,"3489 W 72nd Ave, #110 Westminster,  80030"
857,"PO BOX 1477 Wheat Ridge, Colorado 80304"
858,"PO BOX 351594 Westminster, Colorado 80035"
859,"231 North Main Street Brighton, Colorado 80601"
860,"400 E Simpson St # 201 Lafayette, Colorado 80026"
861,"PO Box 270181 Louisville, Colorado 80027"
862,"1004 Grand Ave Glenwood Springs , Colorado "
863,"P.O.Box 1393 Boulder, Colorado 80306"
864,"1120 1/2 Pine St Boulder, Colorado 80302"
865,"3080 Broadway Boulder, Colorado 80304"
866,"835 North St Boulder, Colorado 80304"
867,"1020 Upham St. Lakewood,  80302"
868,"1575 Yarmouth Ave. Boulder, Colorado 80304"
869,"4869 N. Broadway Boulder, Colorado 80304"
870,"250 Kimbark St Longmont, Colorado 80501"
871,"804 S. Lincoln St Longmont, Colorado 80501"
872,"82 21st Avenue Longmont, Colorado 80502"
873,"137 South Lincoln Ave Loveland, Colorado 80537"
874,"1511 E 11th Street Loveland,  80537"
875,"1511 E. 11th St, Suite 200 Loveland, Colorado 80537"
876,"Fort Lupton CO Fort Lupton, Colorado 80621"
877,"709N S. Sierra Madre Colorado Springs, Colorado 80907"
878,"1015 E Pikes Peak Ave Colorado Springs,  80903"
879,"P.O. Box 2837 Grand Junction, Colorado 81501"
880,"550 South Ave Grand Junction, Colorado 81501"
881,"1235 North 4th Street Grand Junction, Colorado 81501"
882,"302 Pitkin Ave Grand Junction, Colorado 81501"
883,"2853 North Ave Grand Junction, Colorado 81501"
884,"908 Yuma St Colorado Springs, Colorado 80909"
885,"610 S. Tejon St Colorado Springs, Colorado 80903"
