,0
587,Gilchrist House - Family Assistance Ministries San Clemente California
588,The Salvation Army South County Family Services San Clemente California
589,Valley Restart Shelter Hemet California
590,Salvation Army Emergency Shelter Hemet California
591,Our House Youth Shelter Redlands California
592,Salvation Army Cold Weather Shelter Redlands California
593,New Hope Village Inc Barstow California
594,Haley House - Desert Sanctuary Inc Barstow California
595,South Napa Shelter Napa California
596,The Salvation Army Napa Napa California
597,Community Shelter Program Riverside - Path of Life Ministries Riverside California
598,Path of Life Ministries Family Shelter Riverside California
599,Set Free Ranch Lake Elsinore Lake Elsinore California
600,Temecula Murrieta Rescue Mission Temecula California
601,Project TOUCH Temecula California
602,Community Resource Center Puente Pescadero California
603,COTS Family Center Petaluma Petaluma California
604,I Care Shelter Home Riverside California
605,COTS Mary Isaak Center Petaluma California
606,The Living Room Day Shelter For Women Santa Rosa California
607,Redwood Gospel Mission Rescue Mission Santa Rosa California
608,Catholic Charities Homeless Services Center Santa Rosa California
609,Family Support Center Santa Rosa California
610,Community Support Network Opportunity House Santa Rosa California
611,The SAY Dream Center For Youths Santa Rosa California
612,"Meema's House, Inc. Santa Rosa California"
613,Sloan House Women's Emergency Shelter Santa Rosa California
614,The Rose - Women with Children Emergency Shelter Santa Rosa California
615,InterFaith Shelter Network Santa Rosa California
616,Our Lady of Guadalupe Men's Shelter Calexico California
617,Calexico Housing Authority Transitional Homeless Housing Calexico California
618,Bridgehouse Homeless Shelter Lompoc California
619,Lighthouse for Women & Children Oxnard California
620,Ventura County Rescue Mission Oxnard California
621,Our Place Shelter Ventura California
622,Ventura Transitional Living Center - Salvation Army Ventura California
623,Project Understanding Homeless to Home (H2H) Ventura California
624,Interfaith Community Services Coastal Service Center Oceanside California
625,Bread of Life Winter Rescue Mission Oceanside California
626,La Posada de Guadalupe Shelter Carlsbad California
627,Operation HOPE - Vista Vista  California
628,My Father's House Hollister California
629,HOME Resource Center Hollister California
630,Casa Esperanza Santa Barbara California
631,Santa Barbara Casa Esperanza Homeless Center Santa Barbara California
632,Santa Barbara Rescue Mission Santa Barbara California
633,Transition House Santa Barbara California
634,Santa Barbara Hospitality House - Salvation Army Santa Barbara California
635,Domestic Violence Solutions - The Shelter Program Santa Barbara California
636,Mary Stuart Rogers Center - Shelter From The Storm Palm Desert California
637,Mama's House Palm Desert California
638,Martha's Village & Kitchen Indio California
639,Coachella Valley Rescue Mission Indio 
640,Wallace House Cloverdale California
641,Modesto Gospel Mission Modesto California
642,Salvation Army Berberian Homeless Shelter and Transitional Living Center Modesto California
643,Hutton House Modesto California
644,Haven Women's Center Modesto California
645,Community Housing & Shelter Services Modesto California
646,Family Promise of Greater Modesto Modesto California
647,Children's Crisis Center Turlock California
648,Turlock Gospel Mission Shelter Turlock California
649,H.O.S.T. (Helping Others Sleep Tonight) Patterson California
650,Stockton Shelter for the Homeless Stockton California
651,Jesus Center Chico California
652,Torres Community Shelter Chico California
653,The Celebration House  Paradise 
654,Oroville Rescue Mission Men's Shelter - Timothy House Oroville California
655,Oroville Rescue Mission Women's Shelter Oroville California
656,Decision Home of Fresno Fresno California
657,Evangel Home Fresno California
658,Fresno Rescue Mission Fresno California
659,Poverello House Fresno California
660,Naomi's House Fresno California
661,Open Gate Ministries Family Shelter Dinuba California
662,Union Gospel Mission Sacramento California
663,St. John's Shelter Program for Women and Children Sacramento California
664,Salvation Army Shelter Emergency Lodge Sacramento Sacramento California
665,Francis House Center Family Shelter Sacramento California
666,Sacramento Loaves & Fishes Sacramento California
667,Porterville CA Womens Shelter Porterville California
668,Visalia Rescue Mission Visalia California
669,Kings Gospel Mission Men's Shelter Hanford California
670,Kings Gospel Mission Women's Shelter Hanford California
671,Lighthouse Rescue Mission Women and Children Shelter Tulare California
672,Hands of Hope Yuba City California
673,Hospitality House  Fort Bragg California
674,HPRP Lancaster - Homeless Assistance Lancaster California
675,Guiding Light Awareness  Lancaster California
676,Antelope Valley Access Center - Homeless Solutions Access Center Lancaster California
677,Valley Oasis Shelter Lancaster California
678,Women's Center - High Desert Ridgecrest California
679,Friends In Service Helping (FISH) Carson City Nevada
680,Launching Pad Empowerment Center Reno Nevada
681,Reno-Sparks Gospel Mission Reno Nevada
682,St. Vincent's Transitional Center Reno Nevada
683,St. Vincent's Center Reno Nevada
684,Casa de Vida Reno Nevada
685,The Salvation Army Community Center Reno Nevada
686,Reno Housing Authority Reno Nevada
687,Hosanna Home Women's Transitional Shelter Sparks Nevada
688,Lane Street Effort Yreka California
689,Albany Helping Hands Albany Oregon
690,ChristWalk Supportive Transitional Housing Lebanon Oregon
691,Salem Interfaith Hospitality Network Salem Oregon
692,Union Gospel Mission of Salem Oregon Salem Oregon
693,Lighthouse Shelter Salem Oregon Salem Oregon
694,Moving Forward Towards Independence  Salem Oregon
695,Medford Gospel Mission Medford Oregon
696,Hearts With a Mission Medford Oregon
697,Salvation Army Medford Medford Oregon
698,St. Anthony Shelter - Shelter For Women Medford Oregon
699,THE House Coos Bay Coos Bay Oregon
700,South Coast Gospel Mission Coos Bay Oregon
701,South Coast Gospel Mission Coos Bay Oregon
702,Grandma's House of Central Oregon Bend Oregon
703,Bethlehem Inn Bend Oregon
704,St. Joseph's Shelter Mt. Angel Oregon
705,Warming Center Myrtle Creek Oregon
706,Roseburg Dream Center Drop In Center Roseburg Oregon
707,First Place Family Shelter Eugene Oregon
708,ShelterCare Center for Programs & Services Eugene Oregon
709,The Eugene Mission Eugene Oregon
710,Looking Glass Eugene Oregon
711,Eugene Service Station Eugene Oregon
712,Egan Warming Center - Cold Weather Shelter Eugene Oregon
713,Bosco House Eugene Oregon
714,Grants Pass Gospel Rescue Mission Grants Pass Oregon
715,Klamath Falls Gospel Mission Shelter Klamath Falls Oregon
716,Family Promise of LIncoln County Lincoln City Oregon
717,Samaritan House Inc Newport Oregon
718,Redemption House Prineville Oregon
719,Pendleton Warming Station Pendleton Oregon
720,Salvation Army Food Bags Henderson Henderson Nevada
721,Nevada Partnership For Homeless Youth Las Vegas Nevada
722,"Innovative Concept Transitional Housing,Inc. Las Vegas Nevada"
723,Women's Development Center Las Vegas Nevada
724,Family Promise of Las Vegas Las Vegas Nevada
725,Courtyard Homeless Resource Center Las Vegas Nevada
726,Catholic Charities Shelter for Men Las Vegas Las Vegas Nevada
727,Las Vegas Rescue Mission Las Vegas Nevada
728,The Shade Tree For Women North Las Vegas Nevada
729,The Salvation Army Day Resource Center - Emergency Lodge North Las Vegas Nevada
730,Day Resource Center/ Emergency Lodge Las Vegas Nevada
731,Safe Nest: Temporary Assistance for Domestic Crisis Las Vegas Nevada
732,God In Me Ministry Las Vegas  Nevada
733,Danielle House - Angels Power Ltd Las Vegas 
734,Crossroads Nogales Mission Nogales Arizona
735,Interfaith Homeless Emergency Lodging Program Mesa - Mesa I HELP Mesa Arizona
736,House of Refuge Mesa Arizona
737,Save the Family Mesa Arizona
738, A New Leaf Women's Domestic Violence Shelters Mesa Arizona
739,A New Leaf's East Valley Men's Center (EVMC) Shelter  Mesa Arizona
740,La Mesita Family Homeless Shelter Chandler Arizona
741,La Mesita Family Homeless Shelter Mesa Arizona
742,La Mesita Apartments Mesa Arizona
743,Family Promise of Greater Phoenix Scottsdal Arizona
744,Cochise County Childrens Crisis Center Huachuca City Arizona
745,Bisbee Coalition for the Homeless - Homeless Shelter Bisbee Arizona
746,Renaissance House Transitional Housing Bisbee Arizona
747,House of Hope Douglas Arizona
748,Forgach House - Domestic Crisis Shelter Sierra Vista Arizona
749,Good Neighbor Alliance - Samaritan Station Sierra Vista 
750,Angie's House Cottonwood Arizona
751,Catholic Charities Shelter Cottonwood Cottonwood Arizona
752,House Of Refuge Sunnyslope Phoenix Arizona
753,Vista Colina Emergency Family Shelter Phoenix Arizona
754,Vista Colina Emergency Family Shelter Phoenix Arizona
755,The Respite Shelter for Homeless Men Phoenix Arizona
756,Homebase Youth Services - Shelter for Youth Phoenix Arizona
757,Homeward Bound Phoenix Arizona
758,Church on the Street - COTS - Homeless Assistance Phoenix Arizona
759,UMOM New Day Centers? Phoenix 
760,Kaiser Family Crisis Shelter Phoenix Arizona
761,Elim House Shelter Phoenix Arizona
762,Arizona Coalition to End Homelessness Phoenix Arizona
763,Justa Center Phoenix Arizona
764,Andre House Phoenix Arizona
765,Homeless ID Project  Phoenix Arizona
766,Brian Garcia Welcome Center Phoenix 
767,Central AZ Shelter Services Phoenix Arizona
768,Brian Garcia Welcome Center - Single Adult Shelter Phoenix Arizona
769,Lodestar Day Resource Center Phoenix Arizona
770,Terros Safe Haven Shelter Phoenix Arizona
771,Gift of Mary Womens Shelter  Phoenix Arizona
772,St Francis Men's Shelter Tucson 
773,Joshua House Transitional Housing Tucson Arizona
774,Our Family Services Tucson Arizona
775,Gospel Rescue Mission: Women's Recovery Center Tucson Arizona
776,Emerge! Center Against Domestic Abuse Tucson Arizona
777,New Beginnings For Women Tucson Arizona
778,Salvation Army Hospitality House Tucson Arizona
779,The Primavera Foundation Shelter for families Tucson Arizona
780,Casa Paloma Women's Residence Tucson Arizona
781,Gospel Rescue Mission - Mens Center Tucson Arizona
782,Primavera Men's Shelter Tucson Arizona
783,Hope Cottage Flagstaff 
784,Sunshine Rescue Mission Flagstaff 
785,Northland Family Help Center Flagstaff Arizona
786,Flagstaff Shelter Services Flagstaff Arizona
787,Bread of Life Mission of Holbrook - BOLMAZ Holbrook Arizona
788,Kingman Aid to Abused People Kingman Arizona
789,"Cornerstone Mission Project, Inc. Kingman Arizona"
790,"Safehouse - A Project of West Care, Inc. Bullhead City Arizona"
791,Yavapai Territorial Gospel Rescue Mission Prescott Arizona
792,Prescott Area Women's Shelter Prescott Arizona
793,Project Aware Inc Men's Shelter Prescott Arizona
794,Mt. Graham Safe House Safford Arizona
795,New Hope Ranch St Johns Arizona
796,Crossroads Missions Mens Homeless Shelter Yuma Arizona
797,Catholic Community Services of Western Arizona Yuma Arizona
798,Crossroads Mission Yuma Arizona
799,The Road Home - South Salt Lake Men's Resource Center South Salt Lake Utah
800,Rescue Mission of Salt Lake - Rescue Haven Salt Lake City Utah
801,The Road Home - Midvale Family Center Midvale Utah
802,The Road Home - Palmer Court Salt Lake City Utah
803,Wasatch Homeless Health Care Program Salt Lake City Utah
804,Rescue Mission of Salt Lake Salt Lake City Utah
805,Wasatch Homeless Health Care Program Salt Lake City Utah
